Id;Ano;Numero_Accidente;Provincia;Mes;Dia;Hora;Dia_Semana;Tipo_Dia;Vehiculos_Implicados;Carretera;Pk;Km;Hm;Sentido;Zona;Tipo_Via;Anchura_Calzada;Anchura_Carril;Marcas_Viales;Arcen;Arcen_Pavimentado;Mediana;Barrera_Seguridad;Paneles_Direccionales;Hitos_Arista;Captafaros;Interseccion_Tipo;Interseccion_Acondicionamiento;Prioridad_Regulada_por;Superficie;Luminosidad;Factores_Atmosfericos;Visibilidad_Restringida_por;Otras_Circunstancias;Senalizacion_Peligro;Aceras;Arboles;Arboles_Metros_Calzada;Visibilidad_Senalizacion_Vertical;Colision_Vehiculos_Marcha;Colision_Vehiculo_Obstaculo_1;Colision_Vehiculo_Obstaculo_2;Atropello_1;Atropello_2;Vuelco_1;Vuelco_2;Salida_Sin_Colision;Salida_Con_Colision;Lado_Salida;Otro;Circulacion;Circulacion_Medidas_Especiales;Distraccion;Inexperiencia_Conductor;Alcohol_Drogas;Cansancio_Sueno;Enfermedad;Velocidad_Inadecuada;Infraccion_Norma_Circulacion;Estado_Condicion_Via;Estado_Condicion_Senalizacion;Tramo_Obras;Mal_Estado_Vehiculo;Averia_Mecanica;Meteorologia_Adversa;Irrupcion_Animal;Circular_Sentido_Contrario;Otro_Factor;Sin_Opinion_Definida;Pendiente;Curvatura;Peralte;GPS_x;GPS_y;GPS_z;Tipo_Est;IMD;N_Muertos;N_Graves;N_Leves;N_Victimas;N_Conductores;N_Pasajeros;N_Peatones;Gravedad;Grado_Gravedad;Hora_Real;Fuera_o_Interseccion
8129;3;2,01E+12;1;11;30;3;5;1;2;CV-895;6.6;6;6;0;1;5;3;2;3;3;2;1;1;1;2;2;1;1;3;1;1;1;9;14;1;1;1;NaN;2;2;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;705480076;4215520951;14.77;NaN;0;0;0;0;0;2;1;0;0;4;7;6
8133;3;2,01E+12;1;11;30;3;5;1;2;CV-900;2.2;2;2;0;1;5;3;2;3;3;2;1;1;1;2;2;7;7;8;1;1;1;9;14;3;1;1;NaN;1;4;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;2;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;682935656;4219941886;-1.622;Cob;10636;0;0;0;0;2;2;0;0;4;9;1
8135;3;2,01E+12;1;11;27;4;2;1;2;CV-905;7;7;0;0;1;5;2;3;3;3;2;1;1;1;1;1;2;1;3;1;1;1;9;14;2;1;1;NaN;3;2;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;701855225;4210579953;-15.982;Cob;30384;0;1;0;1;2;0;0;1;2;14;6
8138;3;2,01E+12;1;11;29;4;4;1;3;CV-905;5.5;5;5;1;1;5;3;2;3;3;2;2;1;2;2;2;7;7;5;1;1;1;9;14;3;1;3;NaN;2;4;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;701029811;4211425036;-7.194;Cob;30384;0;0;1;1;3;1;0;0;3;12;1
8139;3;2,01E+12;1;11;25;4;7;3;1;CV-845;3.3;3;3;0;1;5;2;2;3;3;2;1;1;1;1;1;7;7;8;1;1;1;9;14;3;1;1;NaN;2;NaN;NaN;;NaN;;NaN;;67;NaN;60;NaN;1;4;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;691384.42;4243633584;273.032;Sec;6220;0;0;0;0;1;0;0;0;4;14;1
8140;3;2,01E+12;1;11;24;4;6;2;1;CV-790;6.6;6;6;0;1;5;2;2;3;3;2;1;1;1;1;1;7;7;8;3;1;9;9;14;1;1;1;NaN;2;NaN;NaN;;NaN;;NaN;;57;NaN;50;NaN;1;4;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;2;1;1;723538432;4291118469;394.443;NaN;0;0;0;0;0;1;0;0;0;4;12;2
8141;3;2,01E+12;1;11;24;6;6;2;1;CV-805;6;6;0;0;1;5;2;2;3;3;2;1;1;1;1;1;7;7;8;1;4;1;9;14;3;1;1;NaN;1;NaN;NaN;;21;24;NaN;;NaN;NaN;NaN;NaN;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;708461588;4272672432;564.314;Cob;1990;0;0;0;0;1;0;0;0;4;21;1
8143;3;2,01E+12;1;12;4;5;2;1;2;CV-70;47.2;47;2;1;1;5;3;2;3;4;2;1;1;1;1;1;7;7;4;1;1;1;9;14;1;2;1;NaN;2;4;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;3;723361084;4286470836;728.934;Per;32000;0;0;0;0;2;0;0;0;4;16;1
8144;3;2,01E+12;1;12;2;4;7;3;1;CV-950;3.3;3;3;0;1;5;2;3;3;3;2;1;2;2;1;2;7;7;8;1;1;1;9;14;1;1;3;NaN;3;NaN;NaN;;NaN;;12;9;NaN;NaN;NaN;NaN;1;4;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;2;1;1;687746881;4211657527;84.271;Cob;482;0;0;1;1;1;0;0;0;3;11;5
8146;3;2,01E+12;1;12;1;4;6;2;2;CV-905;9;9;0;1;1;5;3;2;3;3;2;1;1;1;1;1;5;6;8;1;1;1;9;14;3;1;1;NaN;2;2;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;2;4;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;699643.91;4214548928;15.344;Cob;30384;0;0;2;2;2;2;0;0;3;13;6
8147;3;2,01E+12;1;11;27;3;2;1;1;CV-855;2.5;2;5;0;1;5;3;2;3;4;2;2;2;2;2;2;7;7;8;1;5;1;9;14;3;1;1;NaN;2;NaN;NaN;;NaN;;NaN;;NaN;63;60;NaN;1;4;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;701441185;4234143633;18.239;Pri;7022;0;1;0;1;1;0;0;1;2;7;2
8150;3;2,01E+12;1;12;6;4;4;3;2;CV-734;6;6;0;1;1;5;2;3;3;2;2;1;2;2;1;1;7;7;8;1;1;1;2;14;1;1;1;NaN;2;1;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;768330936;4297523.12;50.114;Sec;12492;0;1;2;3;2;2;0;1;2;14;5
8152;3;2,01E+12;1;11;30;5;5;1;2;CV-83;9.1;9;1;0;1;5;3;3;3;3;2;1;1;1;1;1;7;7;5;1;1;1;9;14;3;1;1;NaN;2;4;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;685662427;4257017456;467.849;Cob;6914;0;0;0;0;2;0;0;0;4;16;1
8153;3;2,01E+12;1;12;8;5;6;2;1;CV-95;16.6;16;6;0;1;5;3;2;3;3;2;1;2;2;2;1;7;7;8;1;1;1;9;14;3;1;1;NaN;1;NaN;NaN;;NaN;;NaN;;NaN;64;60;NaN;1;4;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;692713001;4207954802;42.504;Pri;10151;0;0;1;1;1;0;0;0;3;16;1
8155;3;2,01E+12;1;12;9;6;7;3;2;CV-855;16;16;0;0;1;5;2;3;3;2;2;1;2;1;2;1;7;7;8;1;4;1;9;14;3;1;1;NaN;2;3;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;696735846;4223854501;-18.819;Cob;4942;0;0;0;0;2;1;0;0;4;20;1
8157;3;2,01E+12;1;12;10;3;1;4;2;CV-95;5;5;0;0;1;5;3;2;2;3;2;1;1;1;1;1;1;1;2;1;1;1;9;14;2;1;2;4;2;2;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;684726385;4215265891;12.675;Cob;14091;0;0;0;0;2;0;0;0;4;10;7
8158;3;2,01E+12;1;12;11;6;2;1;1;CV-773;2.6;2;6;0;1;5;2;3;3;2;2;1;1;1;1;1;7;7;8;1;1;1;9;14;2;1;1;NaN;2;NaN;NaN;;NaN;;NaN;;55;NaN;50;NaN;1;4;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;722825301;4258918.44;100.51;Cob;4339;0;0;1;1;1;0;0;0;3;17;2
8159;3;2,01E+12;1;12;12;6;3;1;1;CV-70;46.2;46;2;0;1;5;3;2;3;2;2;2;1;1;1;2;7;7;5;1;3;1;9;14;1;1;1;NaN;2;NaN;NaN;;NaN;;NaN;;NaN;64;60;NaN;1;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;750354467;4274754873;164.724;Per;32000;0;0;1;1;1;0;0;0;3;19;2
8161;3;2,01E+12;1;12;12;5;3;1;2;CV-900;7.9;7;9;0;1;5;3;2;3;3;2;2;1;2;2;2;5;1;8;1;1;1;9;14;1;1;3;NaN;2;3;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;687261533;4221654645;-16.461;Sec;10621;0;0;0;0;2;0;0;0;4;16;6
8162;3;2,01E+12;1;12;11;4;2;1;1;CV-84;2.9;2;9;1;1;5;3;2;3;3;2;2;1;2;2;2;5;3;3;1;1;1;9;14;1;1;1;NaN;2;NaN;NaN;;NaN;;NaN;;57;NaN;50;NaN;1;4;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;696035531;4244204863;257.999;Sec;20142;0;0;1;1;1;0;0;0;3;14;6
8163;3;2,01E+12;1;12;4;2;2;1;1;CV-905;0.6;0;6;1;1;5;3;2;3;3;2;2;2;1;1;1;5;1;4;1;5;1;9;14;1;1;1;NaN;2;NaN;NaN;;NaN;;NaN;;NaN;63;60;NaN;1;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;703168679;4207278851;-9.975;Pri;26822;0;0;0;0;1;0;0;0;4;5;6
8164;3;2,01E+12;1;12;8;2;6;2;1;CV-827;5.7;5;7;0;1;5;2;2;3;2;2;1;1;2;1;1;7;7;8;1;1;1;9;14;1;1;1;NaN;2;NaN;NaN;;NaN;;NaN;;NaN;63;60;NaN;1;4;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;705673775;4261580463;500.853;Cob;433;0;1;0;1;1;0;0;1;2;5;5
8166;3;2,01E+12;1;12;13;4;4;1;2;CV-70;23.8;23;8;0;1;5;3;2;3;3;2;1;2;2;1;1;7;7;8;4;1;1;2;14;1;1;1;NaN;2;1;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;2;1;1;738322998;4285402414;705.093;Sec;744;0;0;0;0;2;0;0;0;4;12;5
8168;3;2,01E+12;1;12;14;6;5;1;2;CV-840;22.8;22;8;1;1;5;2;2;3;1;2;1;1;1;2;1;7;7;8;1;5;1;9;14;3;1;1;NaN;2;4;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;690131374;4249320099;323.636;Sec;3345;0;0;1;1;2;0;0;0;3;17;1
8171;3;2,01E+12;1;12;15;6;6;2;2;CV-870;0.3;0;3;1;1;5;2;2;3;3;2;1;2;2;1;1;1;2;3;1;5;1;9;14;1;1;3;NaN;1;2;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;675768139;4228860458;113.617;Cob;16399;0;0;4;4;2;3;0;0;3;20;6
8172;3;2,01E+12;1;12;16;3;7;3;1;CV-905;2.5;2;5;1;1;5;3;2;3;3;2;2;2;2;2;1;5;5;4;1;1;1;9;14;1;1;3;NaN;2;NaN;NaN;;NaN;;NaN;;NaN;63;60;NaN;1;4;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;702654927;4209047.6;-18.787;Pri;26822;0;0;0;0;1;0;0;0;4;9;7
8173;3;2,01E+12;1;12;15;1;6;2;1;CV-724;7.5;7;5;0;1;5;3;2;3;3;2;1;1;1;1;1;1;1;3;1;5;1;9;14;1;1;1;NaN;2;NaN;NaN;;NaN;;NaN;;NaN;62;60;NaN;1;4;2;1;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;2;1;1;765651044;4304670422;-12.674;NaN;0;0;0;0;0;1;0;0;0;4;1;6
8175;3;2,01E+12;1;12;15;5;6;3;2;CV-725;3.3;3;3;0;1;5;2;3;3;3;2;1;2;1;1;1;7;7;5;3;1;6;4;14;3;1;3;NaN;2;1;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;764671062;4302991264;3.752;Pri;21767;0;0;3;3;2;1;0;0;3;15;1
8177;3;2,01E+12;1;12;15;6;6;2;2;CV-865;2.1;2;1;0;1;5;3;2;3;4;2;1;1;1;2;2;2;5;3;1;1;1;9;14;1;1;1;NaN;2;2;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;704919808;4236671646;36.043;Cob;15503;0;0;1;1;2;0;0;0;3;17;7
8178;3;2,01E+12;1;12;17;4;1;1;1;CV-70;45.7;45;7;0;1;5;3;2;3;2;2;2;1;1;2;2;5;1;4;3;1;4;9;14;1;2;3;NaN;2;NaN;NaN;;NaN;;12;9;NaN;NaN;NaN;NaN;1;4;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;1;750461592;4275312519;163.864;Per;32000;0;0;1;1;1;0;0;0;3;13;7
8182;3;2,01E+12;1;12;18;3;2;1;2;CV-949;4;4;0;1;1;5;2;3;3;3;2;1;1;2;1;1;7;7;8;1;5;1;9;14;2;1;3;NaN;1;4;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;682744.54;4208671785;101.85;Cob;740;0;0;2;2;2;4;0;0;3;7;1
8183;3;2,01E+12;1;12;18;4;2;1;1;CV-95;20.1;20;1;0;1;5;3;2;3;3;2;1;1;1;1;1;5;6;4;1;1;1;9;14;1;1;1;NaN;2;NaN;NaN;;NaN;;NaN;;NaN;53;50;NaN;1;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;695068.2;4205646794;45.645;Cob;9367;0;0;0;0;1;1;0;0;4;12;6
8187;3;2,01E+12;1;12;7;6;5;4;2;CV-951;1.6;1;6;1;1;5;2;3;3;1;2;1;1;1;1;1;7;7;8;1;5;1;2;14;1;1;1;NaN;2;1;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;2;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;689488537;4206428101;87.444;Cob;2040;0;0;6;6;2;4;0;0;3;18;2
8189;3;2,01E+12;1;12;18;6;2;1;2;CV-870;9.4;9;4;0;1;5;3;2;3;3;2;1;1;1;1;1;7;7;8;1;1;1;9;14;1;1;1;NaN;2;4;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;677834.76;4227982375;86.114;Cob;5967;0;0;0;0;2;0;0;0;4;18;1
8191;3;2,01E+12;1;12;17;4;1;4;2;CV-91;6.5;6;5;0;1;5;3;2;3;3;2;1;2;1;2;2;2;1;8;1;1;1;9;14;1;1;1;NaN;1;3;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;687329233;4218127529;-16.316;Sec;13040;0;0;0;0;2;1;0;0;4;13;6
8193;3;2,01E+12;1;12;14;3;5;1;2;CV-905;8.9;8;9;1;1;5;3;2;3;3;2;2;2;2;2;2;7;7;8;1;1;1;9;14;3;1;1;NaN;1;4;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;699679393;4214456872;12.703;Cob;30384;0;0;0;0;2;1;0;0;4;8;1
8195;3;2,01E+12;1;12;16;6;7;3;2;CV-905;0;0;0;0;1;5;3;2;3;4;2;2;2;2;2;2;5;3;3;1;5;1;9;14;3;1;1;NaN;1;3;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;3;698062729;4215016961;1.517;Pri;26822;0;0;0;0;2;0;0;0;4;22;6
8196;3;2,01E+12;1;12;14;3;5;1;1;CV-91;5.3;5;3;1;1;5;3;2;3;4;2;1;2;1;2;2;7;7;8;1;3;1;9;14;3;1;1;NaN;1;NaN;NaN;;NaN;;NaN;;NaN;61;60;NaN;1;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;700226751;4219133176;-25.42;Sec;13040;0;0;0;0;1;0;0;0;4;7;1
8199;3;2,01E+12;1;12;14;4;5;1;2;CV-940;3.5;3;5;0;1;5;3;2;3;3;2;1;2;1;2;2;7;7;8;1;1;1;9;14;3;1;1;NaN;1;4;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;695674696;4209036658;-0.979;Cob;8870;0;0;0;0;2;2;0;0;4;13;1
8200;3;2,01E+12;1;12;15;6;6;2;1;CV-920;0.9;0;9;0;1;5;2;3;3;3;2;1;2;2;1;1;7;7;8;1;4;1;9;14;1;1;3;NaN;2;NaN;NaN;;NaN;;NaN;;NaN;64;60;NaN;1;4;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;686362936;4214796122;2.707;Pri;7211;0;0;2;2;1;1;0;0;3;22;4
8201;3;2,01E+12;1;12;17;1;1;4;1;CV-860;6;6;0;0;1;5;3;2;3;3;2;1;2;1;2;2;7;7;8;1;5;1;9;14;3;1;3;NaN;2;NaN;NaN;;NaN;;NaN;;NaN;51;50;NaN;1;4;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;699746626;4221195776;-17.129;Cob;4734;0;0;0;0;1;0;0;0;4;1;2
8203;3;2,01E+12;1;12;21;5;5;1;2;CV-941;4.3;4;3;1;1;5;2;2;3;2;2;1;1;2;1;1;7;7;8;1;1;1;9;14;1;1;1;NaN;2;3;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;2;693976.1;4202286039;118.589;Sec;4094;0;1;0;1;2;1;0;1;2;15;5
8205;3;2,01E+12;1;12;23;3;7;3;2;CV-900;3.5;3;5;0;1;5;2;2;3;3;2;1;2;2;1;1;1;1;3;1;2;1;1;14;1;1;1;NaN;1;2;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;684073266;4220419626;-4.33;Cob;8028;0;0;0;0;2;0;0;0;4;7;7
8206;3;2,01E+12;1;12;23;6;7;3;1;CV-940;6.2;6;2;1;1;5;2;3;3;3;2;1;1;1;1;1;7;7;8;1;5;1;2;14;1;1;1;NaN;2;NaN;NaN;;NaN;;NaN;;NaN;63;60;NaN;1;4;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;2;1;1;696369458;4211846689;18.13;Cob;5829;0;1;0;1;1;0;0;1;2;19;4
8208;3;2,01E+12;1;12;13;6;4;1;2;CV-905;1.6;1;6;1;1;5;2;3;3;3;2;2;2;2;2;2;7;7;8;1;5;1;2;14;1;1;1;NaN;2;2;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;702903715;4208200895;-17.722;Pri;26822;0;1;1;2;2;0;0;1;2;21;3
8209;3;2,01E+12;1;12;8;3;6;2;1;CV-800;20.1;20;1;0;1;5;3;3;3;3;2;1;2;1;1;1;7;7;8;1;1;1;9;14;1;1;1;NaN;2;NaN;NaN;;NaN;;NaN;;NaN;61;60;NaN;1;4;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;717388418;4270432492;492.453;Cob;2777;0;0;0;0;1;0;0;0;4;10;5
8210;3;2,01E+12;1;12;8;4;6;2;1;CV-700;2;2;0;1;1;5;3;2;3;3;2;1;1;1;1;1;7;7;8;1;1;1;9;14;1;1;1;NaN;2;NaN;NaN;;NaN;;NaN;;NaN;52;50;NaN;1;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;758691876;4305012577;-16.924;Cob;1776;0;0;0;0;1;0;0;0;4;13;1
8211;3;2,01E+12;1;12;16;2;7;3;1;CV-95;22.6;22;6;0;1;5;3;2;3;3;2;1;2;2;2;2;7;7;8;3;5;1;2;4;1;1;1;NaN;2;NaN;NaN;;NaN;;NaN;;66;NaN;60;NaN;1;4;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;2;697529395;4205449953;13.776;Cob;9367;0;1;0;1;1;0;0;1;2;6;5
8213;3;2,01E+12;1;12;5;4;3;1;2;CV-705;4.2;4;2;0;1;5;3;3;3;3;2;1;1;1;1;1;7;7;8;1;1;1;9;14;3;1;1;NaN;2;NaN;30;29;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;2;1;2;724893137;4298272359;386.286;Cob;2195;0;0;0;0;2;0;0;0;4;13;1
8214;3;2,01E+12;1;12;19;3;3;1;1;CV-821;7.6;7;6;0;1;5;3;2;3;4;2;2;1;2;1;1;7;7;8;1;1;1;9;14;3;1;1;NaN;1;NaN;NaN;;NaN;;NaN;;NaN;63;60;NaN;1;4;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;722468528;4253366305;22.98;Cob;14837;0;1;0;1;1;0;0;1;2;7;2
8216;3;2,01E+12;1;12;21;6;5;1;2;CV-920;2.9;2;9;0;1;5;2;2;3;3;2;1;1;1;1;1;7;7;8;1;5;1;9;14;1;1;1;NaN;1;3;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;688187.51;4215308.75;1.868;Pri;7211;0;0;0;0;2;0;0;0;4;21;2
8218;3;2,01E+12;1;12;18;3;2;1;2;CV-905;0.1;0;1;0;1;5;3;2;3;3;2;2;1;1;2;2;5;1;4;1;1;1;9;14;1;1;1;NaN;2;4;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;698138164;4215091657;-0.836;Pri;26822;0;0;1;1;2;0;0;0;3;7;6
8220;3;2,01E+12;1;12;10;6;1;4;2;CV-80;15;15;0;0;1;2;3;1;3;4;2;2;2;2;2;2;7;7;8;1;2;1;9;14;3;1;1;NaN;1;4;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;701913318;4276070014;629.947;Sec;9790;0;0;0;0;2;0;0;0;4;18;1
8221;3;2,01E+12;1;12;28;1;5;1;1;CV-865;11;11;0;1;1;5;3;2;3;4;2;1;1;1;2;1;7;7;8;1;5;1;9;14;3;1;1;NaN;2;NaN;NaN;;NaN;;NaN;;55;NaN;50;NaN;1;4;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;704314183;4237064415;36.895;Sec;17758;0;0;0;0;1;0;0;0;4;0;2
8223;3;2,01E+12;1;12;27;3;4;1;2;CV-835;4.3;4;3;1;1;5;3;2;3;2;2;1;1;2;1;1;7;7;8;1;1;1;9;14;3;1;1;NaN;1;1;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;691573.52;4261553205;381.139;Sec;3860;0;0;1;1;2;0;0;0;3;9;2
8225;3;2,01E+12;1;12;12;6;3;1;2;CV-81;26.3;26;3;0;1;5;3;2;3;4;2;1;1;1;1;1;7;7;8;1;5;1;9;14;3;1;1;NaN;2;3;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;2;1;1;697536807;4287657.32;592.942;Cob;6609;0;0;0;0;2;1;0;0;4;19;1
8227;3;2,01E+12;1;12;13;6;4;1;2;CV-835;4.5;4;5;1;1;5;3;1;3;1;2;1;1;1;1;1;7;7;8;1;1;1;9;14;3;1;1;NaN;2;1;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;691627692;4261370569;364.736;Sec;3860;0;0;0;0;2;0;0;0;4;18;2
8232;3;2,01E+12;1;12;20;6;4;1;2;CV-95;4.5;4;5;0;1;5;3;2;3;3;2;2;1;1;2;2;2;6;2;1;1;1;9;14;1;1;1;NaN;2;2;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;684232145;4215249318;12.28;Cob;14091;0;0;6;6;2;4;0;0;3;17;7
8233;3;2,01E+12;1;12;29;3;6;2;1;CV-835;8.4;8;4;1;1;5;2;3;3;2;2;1;2;2;2;2;7;7;8;1;1;1;9;14;3;1;1;NaN;1;NaN;NaN;;NaN;;NaN;;NaN;NaN;NaN;71;1;4;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;2;690973831;4258062158;312.9;Sec;3860;0;0;0;0;1;0;0;0;4;8;1
8235;3;2,01E+12;1;12;6;4;4;1;1;CV-800;20.1;20;1;1;1;5;2;2;3;3;2;1;1;1;2;2;7;7;8;1;1;1;9;14;1;1;1;NaN;2;NaN;NaN;;NaN;;NaN;;56;NaN;50;NaN;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;717650079;4267954271;380.664;Cob;2777;0;0;0;0;1;0;0;0;4;12;5
8237;3;2,01E+12;1;12;13;6;4;4;2;CV-84;2;2;0;1;1;5;3;1;3;4;2;2;2;2;2;2;7;7;8;1;1;1;9;14;3;1;3;NaN;2;4;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;2;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;695289149;4244637529;268.224;Sec;20142;0;0;0;0;2;0;0;0;4;19;1
8240;3;2,01E+12;1;12;18;6;2;1;3;CV-815;0.7;0;7;0;1;5;3;2;2;1;2;1;2;1;1;1;7;7;8;1;5;1;9;14;3;1;1;NaN;2;4;NaN;;NaN;;NaN;;NaN;NaN;NaN;NaN;1;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;702837491;4277422.53;637.775;Cob;7351;0;0;0;0;3;0;0;0;4;19;1
